Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
11/04/2020,02/01/2020,10/31/2020,TN,Davidson County,47037,Large central metro,565,7481
11/04/2020,02/01/2020,10/31/2020,TN,DeKalb County,47041,Noncore,10,188
11/04/2020,02/01/2020,10/31/2020,TN,Dickson County,47043,Large fringe metro,25,432
11/04/2020,02/01/2020,10/31/2020,TN,Dyer County,47045,Micropolitan,27,402
11/04/2020,02/01/2020,10/31/2020,TN,Franklin County,47051,Micropolitan,12,368
11/04/2020,02/01/2020,10/31/2020,TN,Gibson County,47053,Noncore,19,466
11/04/2020,02/01/2020,10/31/2020,TN,Giles County,47055,Noncore,19,294
11/04/2020,02/01/2020,10/31/2020,TN,Greene County,47059,Micropolitan,22,613
11/04/2020,02/01/2020,10/31/2020,TN,Hamblen County,47063,Small metro,48,680
11/04/2020,02/01/2020,10/31/2020,TN,Hamilton County,47065,Medium metro,201,4308
11/04/2020,02/01/2020,10/31/2020,TN,Hardin County,47071,Noncore,10,273
11/04/2020,02/01/2020,10/31/2020,TN,Hawkins County,47073,Medium metro,10,395
11/04/2020,02/01/2020,10/31/2020,TN,Henderson County,47077,Noncore,12,233
11/04/2020,02/01/2020,10/31/2020,TN,Jefferson County,47089,Small metro,11,472
11/04/2020,02/01/2020,10/31/2020,TN,Knox County,47093,Medium metro,189,5291
11/04/2020,02/01/2020,10/31/2020,TN,McMinn County,47107,Micropolitan,24,503
11/04/2020,02/01/2020,10/31/2020,TN,Madison County,47113,Small metro,234,1681
11/04/2020,02/01/2020,10/31/2020,TN,Maury County,47119,Large fringe metro,54,942
11/04/2020,02/01/2020,10/31/2020,TN,Monroe County,47123,Noncore,15,385
11/04/2020,02/01/2020,10/31/2020,TN,Montgomery County,47125,Medium metro,41,1067
11/04/2020,02/01/2020,10/31/2020,TN,Obion County,47131,Micropolitan,18,279
11/04/2020,02/01/2020,10/31/2020,TN,Overton County,47133,Micropolitan,17,234
11/04/2020,02/01/2020,10/31/2020,TN,Putnam County,47141,Micropolitan,68,979
11/04/2020,02/01/2020,10/31/2020,TN,Robertson County,47147,Large fringe metro,18,501
11/04/2020,02/01/2020,10/31/2020,TN,Rutherford County,47149,Large fringe metro,171,2213
11/04/2020,02/01/2020,10/31/2020,TN,Sevier County,47155,Micropolitan,14,732
11/04/2020,02/01/2020,10/31/2020,TN,Shelby County,47157,Large central metro,598,8682
11/04/2020,02/01/2020,10/31/2020,TN,Sullivan County,47163,Medium metro,104,2528
11/04/2020,02/01/2020,10/31/2020,TN,Sumner County,47165,Large fringe metro,110,1278
11/04/2020,02/01/2020,10/31/2020,TN,Washington County,47179,Small metro,88,1842
11/04/2020,02/01/2020,10/31/2020,TN,Williamson County,47187,Large fringe metro,58,978
11/04/2020,02/01/2020,10/31/2020,TN,Wilson County,47189,Large fringe metro,27,800
11/04/2020,02/01/2020,10/31/2020,TX,Anderson County,48001,Micropolitan,32,429
11/04/2020,02/01/2020,10/31/2020,TX,Angelina County,48005,Micropolitan,75,873
11/04/2020,02/01/2020,10/31/2020,TX,Atascosa County,48013,Large fringe metro,17,280
11/04/2020,02/01/2020,10/31/2020,TX,Bee County,48025,Micropolitan,13,179
11/04/2020,02/01/2020,10/31/2020,TX,Bell County,48027,Medium metro,138,2418
11/04/2020,02/01/2020,10/31/2020,TX,Bexar County,48029,Large central metro,1856,13440
11/04/2020,02/01/2020,10/31/2020,TX,Bowie County,48037,Small metro,119,1226
11/04/2020,02/01/2020,10/31/2020,TX,Brazoria County,48039,Large fringe metro,150,1776
11/04/2020,02/01/2020,10/31/2020,TX,Brazos County,48041,Small metro,118,1230
11/04/2020,02/01/2020,10/31/2020,TX,Brown County,48049,Micropolitan,30,399
11/04/2020,02/01/2020,10/31/2020,TX,Burnet County,48053,Noncore,18,352
11/04/2020,02/01/2020,10/31/2020,TX,Caldwell County,48055,Large fringe metro,15,236
11/04/2020,02/01/2020,10/31/2020,TX,Cameron County,48061,Medium metro,1097,3452
11/04/2020,02/01/2020,10/31/2020,TX,Cherokee County,48073,Micropolitan,21,348
11/04/2020,02/01/2020,10/31/2020,TX,Collin County,48085,Large central metro,300,4909
11/04/2020,02/01/2020,10/31/2020,TX,Comal County,48091,Large fringe metro,123,1125
11/04/2020,02/01/2020,10/31/2020,TX,Dallas County,48113,Large central metro,1183,14262
11/04/2020,02/01/2020,10/31/2020,TX,Deaf Smith County,48117,Micropolitan,10,76
11/04/2020,02/01/2020,10/31/2020,TX,Denton County,48121,Large fringe metro,201,3327
11/04/2020,02/01/2020,10/31/2020,TX,DeWitt County,48123,Noncore,31,160
11/04/2020,02/01/2020,10/31/2020,TX,Ector County,48135,Small metro,141,1182
11/04/2020,02/01/2020,10/31/2020,TX,Ellis County,48139,Large fringe metro,52,955
11/04/2020,02/01/2020,10/31/2020,TX,El Paso County,48141,Medium metro,664,5386
11/04/2020,02/01/2020,10/31/2020,TX,Fannin County,48147,Noncore,10,238
11/04/2020,02/01/2020,10/31/2020,TX,Fort Bend County,48157,Large fringe metro,271,2908
11/04/2020,02/01/2020,10/31/2020,TX,Galveston County,48167,Large fringe metro,301,2238
11/04/2020,02/01/2020,10/31/2020,TX,Gillespie County,48171,Micropolitan,11,268
11/04/2020,02/01/2020,10/31/2020,TX,Grayson County,48181,Small metro,94,1433
11/04/2020,02/01/2020,10/31/2020,TX,Gregg County,48183,Small metro,129,1491
11/04/2020,02/01/2020,10/31/2020,TX,Guadalupe County,48187,Large fringe metro,64,788
11/04/2020,02/01/2020,10/31/2020,TX,Hale County,48189,Micropolitan,45,206
11/04/2020,02/01/2020,10/31/2020,TX,Hardin County,48199,Medium metro,10,288
11/04/2020,02/01/2020,10/31/2020,TX,Harris County,48201,Large central metro,2979,26158
11/04/2020,02/01/2020,10/31/2020,TX,Harrison County,48203,Micropolitan,16,335
11/04/2020,02/01/2020,10/31/2020,TX,Hays County,48209,Large fringe metro,36,948
11/04/2020,02/01/2020,10/31/2020,TX,Henderson County,48213,Micropolitan,18,676
11/04/2020,02/01/2020,10/31/2020,TX,Hidalgo County,48215,Medium metro,1741,5612
11/04/2020,02/01/2020,10/31/2020,TX,Hood County,48221,Large fringe metro,33,520
11/04/2020,02/01/2020,10/31/2020,TX,Hopkins County,48223,Micropolitan,23,338
11/04/2020,02/01/2020,10/31/2020,TX,Howard County,48227,Micropolitan,10,244
11/04/2020,02/01/2020,10/31/2020,TX,Hunt County,48231,Large fringe metro,40,718
11/04/2020,02/01/2020,10/31/2020,TX,Jefferson County,48245,Medium metro,226,2602
11/04/2020,02/01/2020,10/31/2020,TX,Jim Wells County,48249,Micropolitan,23,247
11/04/2020,02/01/2020,10/31/2020,TX,Johnson County,48251,Large fringe metro,23,799
11/04/2020,02/01/2020,10/31/2020,TX,Karnes County,48255,Noncore,13,93
11/04/2020,02/01/2020,10/31/2020,TX,Kaufman County,48257,Large fringe metro,20,596
11/04/2020,02/01/2020,10/31/2020,TX,Kleberg County,48273,Micropolitan,38,213
11/04/2020,02/01/2020,10/31/2020,TX,Lamar County,48277,Micropolitan,63,586
11/04/2020,02/01/2020,10/31/2020,TX,Lamb County,48279,Noncore,14,104
11/04/2020,02/01/2020,10/31/2020,TX,Lavaca County,48285,Noncore,16,168
11/04/2020,02/01/2020,10/31/2020,TX,Liberty County,48291,Large fringe metro,11,382
11/04/2020,02/01/2020,10/31/2020,TX,Limestone County,48293,Noncore,12,199
11/04/2020,02/01/2020,10/31/2020,TX,Lubbock County,48303,Medium metro,338,3073
11/04/2020,02/01/2020,10/31/2020,TX,McLennan County,48309,Medium metro,161,2099
11/04/2020,02/01/2020,10/31/2020,TX,Matagorda County,48321,Micropolitan,39,252
11/04/2020,02/01/2020,10/31/2020,TX,Maverick County,48323,Micropolitan,84,337
11/04/2020,02/01/2020,10/31/2020,TX,Medina County,48325,Large fringe metro,10,260
11/04/2020,02/01/2020,10/31/2020,TX,Midland County,48329,Small metro,86,919
11/04/2020,02/01/2020,10/31/2020,TX,Montgomery County,48339,Large fringe metro,334,4340
11/04/2020,02/01/2020,10/31/2020,TX,Nacogdoches County,48347,Micropolitan,103,613
11/04/2020,02/01/2020,10/31/2020,TX,Navarro County,48349,Micropolitan,20,356
11/04/2020,02/01/2020,10/31/2020,TX,Nueces County,48355,Medium metro,559,3271
11/04/2020,02/01/2020,10/31/2020,TX,Orange County,48361,Medium metro,10,452
11/04/2020,02/01/2020,10/31/2020,TX,Panola County,48365,Noncore,10,191
11/04/2020,02/01/2020,10/31/2020,TX,Parker County,48367,Large fringe metro,35,736
11/04/2020,02/01/2020,10/31/2020,TX,Parmer County,48369,Noncore,13,55
11/04/2020,02/01/2020,10/31/2020,TX,Polk County,48373,Noncore,17,424
11/04/2020,02/01/2020,10/31/2020,TX,Potter County,48375,Medium metro,205,1742
11/04/2020,02/01/2020,10/31/2020,TX,Randall County,48381,Medium metro,23,525
11/04/2020,02/01/2020,10/31/2020,TX,Rockwall County,48397,Large fringe metro,64,667
11/04/2020,02/01/2020,10/31/2020,TX,Rusk County,48401,Small metro,10,318
11/04/2020,02/01/2020,10/31/2020,TX,San Patricio County,48409,Medium metro,12,321
11/04/2020,02/01/2020,10/31/2020,TX,Smith County,48423,Small metro,318,3111
11/04/2020,02/01/2020,10/31/2020,TX,Somervell County,48425,Large fringe metro,15,85
11/04/2020,02/01/2020,10/31/2020,TX,Starr County,48427,Micropolitan,65,266
11/04/2020,02/01/2020,10/31/2020,TX,Tarrant County,48439,Large central metro,1025,12704
11/04/2020,02/01/2020,10/31/2020,TX,Taylor County,48441,Small metro,94,1356
11/04/2020,02/01/2020,10/31/2020,TX,Titus County,48449,Micropolitan,20,265
11/04/2020,02/01/2020,10/31/2020,TX,Tom Green County,48451,Small metro,101,1074
11/04/2020,02/01/2020,10/31/2020,TX,Travis County,48453,Large central metro,532,5645
11/04/2020,02/01/2020,10/31/2020,TX,Uvalde County,48463,Micropolitan,26,200
11/04/2020,02/01/2020,10/31/2020,TX,Val Verde County,48465,Micropolitan,71,277
11/04/2020,02/01/2020,10/31/2020,TX,Victoria County,48469,Small metro,178,963
11/04/2020,02/01/2020,10/31/2020,TX,Walker County,48471,Micropolitan,27,370
11/04/2020,02/01/2020,10/31/2020,TX,Waller County,48473,Large fringe metro,10,192
11/04/2020,02/01/2020,10/31/2020,TX,Washington County,48477,Micropolitan,36,273
11/04/2020,02/01/2020,10/31/2020,TX,Webb County,48479,Medium metro,332,1478
11/04/2020,02/01/2020,10/31/2020,TX,Wharton County,48481,Micropolitan,33,282
11/04/2020,02/01/2020,10/31/2020,TX,Wichita County,48485,Small metro,50,1298
11/04/2020,02/01/2020,10/31/2020,TX,Williamson County,48491,Large fringe metro,204,2840
11/04/2020,02/01/2020,10/31/2020,TX,Wilson County,48493,Large fringe metro,17,281
11/04/2020,02/01/2020,10/31/2020,TX,Wise County,48497,Large fringe metro,23,488
11/04/2020,02/01/2020,10/31/2020,TX,Wood County,48499,Noncore,17,342
11/04/2020,02/01/2020,10/31/2020,UT,Davis County,49011,Medium metro,31,1450
11/04/2020,02/01/2020,10/31/2020,UT,Salt Lake County,49035,Large central metro,372,6279
11/04/2020,02/01/2020,10/31/2020,UT,San Juan County,49037,Noncore,11,76
11/04/2020,02/01/2020,10/31/2020,UT,Utah County,49049,Medium metro,77,2191
11/04/2020,02/01/2020,10/31/2020,UT,Washington County,49053,Small metro,61,1397
11/04/2020,02/01/2020,10/31/2020,UT,Weber County,49057,Medium metro,46,1586
11/04/2020,02/01/2020,10/31/2020,VA,Accomack County,51001,Noncore,20,342
11/04/2020,02/01/2020,10/31/2020,VA,Albemarle County,51003,Small metro,41,862
11/04/2020,02/01/2020,10/31/2020,VA,Arlington County,51013,Large central metro,175,1178
11/04/2020,02/01/2020,10/31/2020,VA,Augusta County,51015,Small metro,18,706
11/04/2020,02/01/2020,10/31/2020,VA,Carroll County,51035,Noncore,11,204
11/04/2020,02/01/2020,10/31/2020,VA,Chesterfield County,51041,Large fringe metro,91,1963
11/04/2020,02/01/2020,10/31/2020,VA,Culpeper County,51047,Large fringe metro,15,296
11/04/2020,02/01/2020,10/31/2020,VA,Fairfax County,51059,Large fringe metro,527,4441
11/04/2020,02/01/2020,10/31/2020,VA,Fauquier County,51061,Large fringe metro,27,410
11/04/2020,02/01/2020,10/31/2020,VA,Floyd County,51063,Small metro,12,111
11/04/2020,02/01/2020,10/31/2020,VA,Halifax County,51083,Noncore,19,349
11/04/2020,02/01/2020,10/31/2020,VA,Hanover County,51085,Large fringe metro,96,1076
11/04/2020,02/01/2020,10/31/2020,VA,Henrico County,51087,Large fringe metro,221,2775
11/04/2020,02/01/2020,10/31/2020,VA,James City County,51095,Large fringe metro,12,553
11/04/2020,02/01/2020,10/31/2020,VA,Loudoun County,51107,Large fringe metro,134,1461
11/04/2020,02/01/2020,10/31/2020,VA,Mecklenburg County,51117,Noncore,35,387
11/04/2020,02/01/2020,10/31/2020,VA,Middlesex County,51119,Noncore,11,131
11/04/2020,02/01/2020,10/31/2020,VA,Northampton County,51131,Noncore,15,104
11/04/2020,02/01/2020,10/31/2020,VA,Page County,51139,Noncore,24,198
11/04/2020,02/01/2020,10/31/2020,VA,Patrick County,51141,Noncore,13,147
11/04/2020,02/01/2020,10/31/2020,VA,Prince Edward County,51147,Noncore,11,197
11/04/2020,02/01/2020,10/31/2020,VA,Prince William County,51153,Large fringe metro,136,1416
11/04/2020,02/01/2020,10/31/2020,VA,Roanoke County,51161,Medium metro,21,525
11/04/2020,02/01/2020,10/31/2020,VA,Rockingham County,51165,Small metro,57,692
11/04/2020,02/01/2020,10/31/2020,VA,Shenandoah County,51171,Noncore,39,354
11/04/2020,02/01/2020,10/31/2020,VA,Smyth County,51173,Noncore,11,265
11/04/2020,02/01/2020,10/31/2020,VA,Southampton County,51175,Noncore,13,106
11/04/2020,02/01/2020,10/31/2020,VA,Spotsylvania County,51177,Large fringe metro,28,619
11/04/2020,02/01/2020,10/31/2020,VA,Washington County,51191,Medium metro,32,535
11/04/2020,02/01/2020,10/31/2020,VA,York County,51199,Large fringe metro,21,408
11/04/2020,02/01/2020,10/31/2020,VA,Alexandria city,51510,Large central metro,103,718
11/04/2020,02/01/2020,10/31/2020,VA,Charlottesville city,51540,Small metro,65,884
11/04/2020,02/01/2020,10/31/2020,VA,Chesapeake city,51550,Large fringe metro,66,1448
11/04/2020,02/01/2020,10/31/2020,VA,Colonial Heights city,51570,Large fringe metro,11,179
11/04/2020,02/01/2020,10/31/2020,VA,Danville city,51590,Micropolitan,58,657
11/04/2020,02/01/2020,10/31/2020,VA,Emporia city,51595,Noncore,15,92
11/04/2020,02/01/2020,10/31/2020,VA,Franklin city,51620,Noncore,28,135
11/04/2020,02/01/2020,10/31/2020,VA,Fredericksburg city,51630,Large fringe metro,53,689
11/04/2020,02/01/2020,10/31/2020,VA,Galax city,51640,Noncore,39,153
11/04/2020,02/01/2020,10/31/2020,VA,Hampton city,51650,Large fringe metro,36,951
11/04/2020,02/01/2020,10/31/2020,VA,Harrisonburg city,51660,Small metro,16,212
11/04/2020,02/01/2020,10/31/2020,VA,Hopewell city,51670,Large fringe metro,20,260
11/04/2020,02/01/2020,10/31/2020,VA,Lynchburg city,51680,Medium metro,79,1202
11/04/2020,02/01/2020,10/31/2020,VA,Manassas city,51683,Large fringe metro,98,418
11/04/2020,02/01/2020,10/31/2020,VA,Martinsville city,51690,Micropolitan,53,350
11/04/2020,02/01/2020,10/31/2020,VA,Newport News city,51700,Large fringe metro,74,1624
11/04/2020,02/01/2020,10/31/2020,VA,Norfolk city,51710,Large central metro,118,2198
11/04/2020,02/01/2020,10/31/2020,VA,Petersburg city,51730,Large fringe metro,76,646
11/04/2020,02/01/2020,10/31/2020,VA,Portsmouth city,51740,Large fringe metro,68,889
11/04/2020,02/01/2020,10/31/2020,VA,Richmond city,51760,Large central metro,126,2470
11/04/2020,02/01/2020,10/31/2020,VA,Roanoke city,51770,Medium metro,87,1852
11/04/2020,02/01/2020,10/31/2020,VA,Salem city,51775,Medium metro,54,717
11/04/2020,02/01/2020,10/31/2020,VA,Suffolk city,51800,Large fringe metro,91,762
11/04/2020,02/01/2020,10/31/2020,VA,Virginia Beach city,51810,Large central metro,97,2520
11/04/2020,02/01/2020,10/31/2020,VA,Winchester city,51840,Small metro,39,861
11/04/2020,02/01/2020,10/31/2020,VT,Chittenden County,50007,Small metro,50,1284
11/04/2020,02/01/2020,10/31/2020,WA,Benton County,53005,Medium metro,172,1557
11/04/2020,02/01/2020,10/31/2020,WA,Chelan County,53007,Small metro,32,736
11/04/2020,02/01/2020,10/31/2020,WA,Clark County,53011,Large fringe metro,76,3142
11/04/2020,02/01/2020,10/31/2020,WA,Franklin County,53021,Medium metro,36,274
11/04/2020,02/01/2020,10/31/2020,WA,Grant County,53025,Micropolitan,12,450
11/04/2020,02/01/2020,10/31/2020,WA,Grays Harbor County,53027,Micropolitan,10,579
11/04/2020,02/01/2020,10/31/2020,WA,Island County,53029,Micropolitan,13,444
11/04/2020,02/01/2020,10/31/2020,WA,King County,53033,Large central metro,770,11256
11/04/2020,02/01/2020,10/31/2020,WA,Kitsap County,53035,Medium metro,21,1618
11/04/2020,02/01/2020,10/31/2020,WA,Kittitas County,53037,Micropolitan,20,231
11/04/2020,02/01/2020,10/31/2020,WA,Lewis County,53041,Micropolitan,10,626
11/04/2020,02/01/2020,10/31/2020,WA,Pierce County,53053,Large fringe metro,208,5742
11/04/2020,02/01/2020,10/31/2020,WA,Skagit County,53057,Small metro,20,987
11/04/2020,02/01/2020,10/31/2020,WA,Snohomish County,53061,Large fringe metro,179,4253
11/04/2020,02/01/2020,10/31/2020,WA,Spokane County,53063,Medium metro,205,4290
11/04/2020,02/01/2020,10/31/2020,WA,Thurston County,53067,Medium metro,27,1920
11/04/2020,02/01/2020,10/31/2020,WA,Walla Walla County,53071,Small metro,11,486
11/04/2020,02/01/2020,10/31/2020,WA,Whatcom County,53073,Small metro,55,1411
11/04/2020,02/01/2020,10/31/2020,WA,Whitman County,53075,Micropolitan,15,199
11/04/2020,02/01/2020,10/31/2020,WA,Yakima County,53077,Small metro,220,1732
11/04/2020,02/01/2020,10/31/2020,WI,Brown County,55009,Medium metro,137,2152
11/04/2020,02/01/2020,10/31/2020,WI,Chippewa County,55017,Small metro,12,371
11/04/2020,02/01/2020,10/31/2020,WI,Clark County,55019,Noncore,11,211
11/04/2020,02/01/2020,10/31/2020,WI,Dane County,55025,Medium metro,94,3536
11/04/2020,02/01/2020,10/31/2020,WI,Dodge County,55027,Micropolitan,29,703
11/04/2020,02/01/2020,10/31/2020,WI,Eau Claire County,55035,Small metro,22,954
11/04/2020,02/01/2020,10/31/2020,WI,Fond du Lac County,55039,Small metro,24,789
11/04/2020,02/01/2020,10/31/2020,WI,Grant County,55043,Micropolitan,21,339
11/04/2020,02/01/2020,10/31/2020,WI,Kenosha County,55059,Large fringe metro,99,1215
11/04/2020,02/01/2020,10/31/2020,WI,La Crosse County,55063,Small metro,39,1137
11/04/2020,02/01/2020,10/31/2020,WI,Manitowoc County,55071,Micropolitan,12,572
11/04/2020,02/01/2020,10/31/2020,WI,Marathon County,55073,Small metro,69,1183
11/04/2020,02/01/2020,10/31/2020,WI,Marinette County,55075,Micropolitan,12,375
11/04/2020,02/01/2020,10/31/2020,WI,Milwaukee County,55079,Large central metro,571,7853
11/04/2020,02/01/2020,10/31/2020,WI,Outagamie County,55087,Small metro,92,1353
11/04/2020,02/01/2020,10/31/2020,WI,Ozaukee County,55089,Large fringe metro,66,895
11/04/2020,02/01/2020,10/31/2020,WI,Portage County,55097,Micropolitan,11,352
11/04/2020,02/01/2020,10/31/2020,WI,Racine County,55101,Small metro,81,1339
11/04/2020,02/01/2020,10/31/2020,WI,Rock County,55105,Small metro,42,1322
11/04/2020,02/01/2020,10/31/2020,WI,Shawano County,55115,Micropolitan,16,309
11/04/2020,02/01/2020,10/31/2020,WI,Sheboygan County,55117,Small metro,35,900
11/04/2020,02/01/2020,10/31/2020,WI,Walworth County,55127,Micropolitan,36,659
11/04/2020,02/01/2020,10/31/2020,WI,Washington County,55131,Large fringe metro,20,821
11/04/2020,02/01/2020,10/31/2020,WI,Waukesha County,55133,Large fringe metro,118,2789
11/04/2020,02/01/2020,10/31/2020,WI,Waupaca County,55135,Noncore,40,478
11/04/2020,02/01/2020,10/31/2020,WI,Winnebago County,55139,Small metro,51,1347
11/04/2020,02/01/2020,10/31/2020,WI,Wood County,55141,Micropolitan,29,955
11/04/2020,02/01/2020,10/31/2020,WV,Berkeley County,54003,Medium metro,15,711
11/04/2020,02/01/2020,10/31/2020,WV,Cabell County,54011,Medium metro,27,1501
11/04/2020,02/01/2020,10/31/2020,WV,Harrison County,54033,Micropolitan,13,702
11/04/2020,02/01/2020,10/31/2020,WV,Kanawha County,54039,Small metro,134,2366
11/04/2020,02/01/2020,10/31/2020,WV,Logan County,54045,Micropolitan,27,317
11/04/2020,02/01/2020,10/31/2020,WV,Mercer County,54055,Micropolitan,25,590
11/04/2020,02/01/2020,10/31/2020,WV,Monongalia County,54061,Small metro,29,1268
11/04/2020,02/01/2020,10/31/2020,WV,Ohio County,54069,Small metro,20,718
11/04/2020,02/01/2020,10/31/2020,WV,Raleigh County,54081,Small metro,13,969
11/04/2020,02/01/2020,10/31/2020,WV,Wayne County,54099,Medium metro,11,197
11/04/2020,02/01/2020,10/31/2020,WV,Wood County,54107,Small metro,11,755
11/04/2020,02/01/2020,10/31/2020,WY,Natrona County,56025,Small metro,16,699
